Name,Email,Role,App access,Groups,Date added
Kai Xia,finley.vance@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T15:58:23.904Z
Jamie Quinn,lane.kim@ext-97c6c3.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:15:02.472Z
Yael Lopez,noel.osei@ext-c26684.com,User,Designer,members,2026-02-02T20:09:11.843Z
Finley Harris,piper.torres@ext-5ad5df.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:11:13.919Z
Zion Reid,quinn.ortiz@ext-f513df.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:44:28.673Z
Zion Shah,xen.shah@ext-591bfe.com,User,Designer,members,2026-06-22T10:15:04.081Z
Taylor Zhang,quinn.davis@ext-9832b7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:11:01.457Z
Yuki Chen,oakley.ellis@ext-bb22e0.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:16:02.948Z
Eden Vega,quinn.iyer@ext-d00c77.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:12:10.736Z
Finley Chen,river.singh@ext-660f96.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:49:35.195Z
Piper Jensen,oakley.garcia@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 AgentCreatorBootcamp_EMEA_January_2026 AC_Bootcamp_US_February_2026 Bootcamp_EMEA_February_2026,2025-06-15T21:12:02.044Z
Jamie Adams,nash.jensen@ext-02ceb9.com,User,Designer,members,2025-11-03T22:58:46.126Z
Yael Vega,reese.nash@snaplogic.com,Environment admin,Designer,members admins,2025-06-20T21:24:56.971Z
Skyler Iyer,casey.yamada@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-14T11:13:02.315Z
Kai Vance,willow.quinn@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:04.207Z
Drew Harris,skyler.quinn@ext-591bfe.com,User,Designer,members,2026-07-22T09:35:13.239Z
Sage Osei,river.xia@ext-591bfe.com,Environment admin,Designer AutoSync,members admins,2025-09-09T22:53:34.852Z
Kelly Miller,reese.davis@ext-591bfe.com,User,Designer,members,2025-01-14T14:30:29.029Z
Wren Evans,oakley.grant@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2024-01-18T05:36:54.393Z
Lane Ueda,kai.vance@snaplogic.com,User,Designer,members ReadOnly AgentCreatorBootcamp_AMEA_August_2025,2025-08-10T18:49:58.632Z
Oakley Brooks,taylor.park@snaplogic.com,Environment admin,Designer AutoSync,members admins ReadOnly,2023-10-13T16:15:53.250Z
Jamie Evans,alex.ellis@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-13T16:24:33.521Z
Xander Vance,charlie.foster@ext-653eac.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_May_2026,2025-08-08T15:32:20.374Z
Zara Cooper,jordan.shah@ext-591bfe.com,User,Designer,members US_Bootcamp_August_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-08-07T14:26:18.650Z
Indira Davis,blake.patel@ext-6750f5.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:55.805Z
Drew Shah,charlie.utley@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:50:28.389Z
Kelly Utley,vesper.flynn@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:43:35.890Z
Alex Iyer,zion.miller@snaplogic.com,Environment admin,Designer,members admins,2024-07-17T08:32:18.133Z
Dana Foster,gray.vance@snaplogic.com,Environment admin,Designer,members admins,2023-05-02T22:36:05.865Z
Avery Moss,river.miller@snaplogic.com,Environment admin,Designer,members admins,2024-01-24T09:27:14.205Z
Sage Holt,yael.shah@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:37.796Z
Taylor Torres,kai.davis@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:37:45.446Z
Dana Vega,wren.osei@ext-73c6f0.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2024-06-07T08:26:16.861Z
Morgan Evans,alex.evans@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:11:36.905Z
Avery Patel,taylor.torres@ext-9bcd09.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-18T21:00:00.567Z
Gray Zhang,charlie.quinn@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-03T20:08:25.229Z
Willow Utley,zara.york@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:54.370Z
Hayden York,xen.reid@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:47:41.231Z
Taylor Ellis,xen.davis@ext-a876a8.com,User,Designer,members Sriven,2026-03-26T09:31:13.176Z
Skyler Singh,zion.grant@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-04-11T16:44:58.663Z
Avery Harris,yael.brooks@snaplogic.com,Environment admin,Designer,members admins,2024-05-09T19:55:48.226Z
Drew Quinn,harper.quinn@ext-524d8d.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:14:25.940Z
Charlie Luna,eden.evans@ext-3e076d.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:14:06.377Z
Oakley Garcia,fern.foster@ext-bd4de8.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2025-08-14T09:56:39.145Z
Dana Nash,kelly.singh@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2025-10-13T09:07:06.799Z
Vesper Garcia,gray.luna@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-02-16T19:05:21.715Z
Zion Reyes,finley.cooper@snaplogic.com,Environment admin,Designer,members admins,2026-03-18T17:42:03.335Z
Casey Reyes,tatum.miller@ext-9bcd09.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-12T15:02:09.388Z
Indira Vance,kai.zhang@ext-9bcd09.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T21:00:17.206Z
Gray Park,zara.davis@ext-1d67bb.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:46.268Z
Alex Xu,willow.evans@ext-a876a8.com,User,Designer,members Sriven AC_Bootcamp_US_February_2026 Bootcamp_EMEA_February_2026,2026-01-07T13:50:57.273Z
Gray York,yuki.wang@snaplogic.com,User,Designer,members,2026-01-31T17:32:30.785Z
Fern Ueda,piper.vance@ext-57a260.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026 AgentCreatorBootcampEMEA_June2026,2026-05-17T21:18:54.960Z
Finley Vance,yuki.brooks@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2025-01-31T05:43:30.897Z
Mack Moss,devon.shah@ext-9c4f44.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB Cognizant,2024-02-20T13:57:07.302Z
Noel Johal,charlie.osei@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:27.669Z
Eden Quinn,tatum.holt@ext-9c4f44.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-10-06T06:15:18.832Z
Eden Nash,lee.utley@ext-127938.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:46:24.430Z
Lane Tran,gray.flynn@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-05-29T05:56:12.891Z
Umber Grant,charlie.iyer@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:13.681Z
Eden Davis,hayden.johal@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:50:28.743Z
Sage York,avery.foster@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-02T15:15:05.770Z
Tatum Grant,nash.brooks@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-04-29T22:39:24.190Z
Taylor Reyes,willow.wells@ext-1738df.com,User,,members,2023-12-01T11:22:44.196Z
Xen Quinn,finley.iyer@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:24.930Z
Kelly Wells,yuki.vance@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorTraining Cognizant,2025-04-07T08:23:18.628Z
Vale Holt,kai.grant@ext-2c0c28.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:21:10.947Z
Morgan Brooks,willow.tran@ext-680c47.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:16:44.181Z
Casey Ortiz,zara.yamada@snaplogic.com,User,Designer,members,2026-01-31T17:32:35.701Z
Hayden Chen,devon.cooper@ext-669f45.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_January_2026,2025-08-08T15:21:28.248Z
Dana Moss,piper.lopez@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-10-26T22:43:06.910Z
Vesper Ellis,yuki.york@ext-387eea.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:26:49.581Z
Skyler Nguyen,umber.osei@ext-3edd69.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:31.186Z
Indira Osei,wren.brooks@snaplogic.com,Environment admin,Designer,members admins,2024-05-10T19:26:32.871Z
Vesper Ueda,oakley.patel@snaplogic.com,Environment admin,Designer,members admins,2023-05-11T12:29:52.144Z
Xen Holt,morgan.cooper@ext-9c4f44.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-23T09:21:24.486Z
Indira Brooks,drew.zhang@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:05.440Z
Quinn Baker,taylor.patel@ext-3e9741.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:15:25.681Z
Fern Jensen,noel.kim@snaplogic.com,User,,members_devportal,2026-01-26T12:55:15.953Z
Harper Iyer,lee.nguyen@snaplogic.com,Environment admin,,members admins,2024-07-22T13:13:40.415Z
Morgan Diaz,oakley.brooks@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-26T15:33:30.629Z
River Wang,jordan.foster@snaplogic.com,User,Designer,members,2024-04-04T08:54:27.939Z
Finley Wang,yuki.utley@snaplogic.com,User,Designer AutoSync,members test_tbranco,2024-04-04T07:34:43.463Z
Quinn Chen,indira.patel@snaplogic.com,User,Designer AutoSync,members,2026-01-27T15:27:18.020Z
Harper Davis,fern.reid@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-09-19T14:33:32.152Z
Uli Torres,quinn.evans@ext-8e55ec.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_May_2026,2025-06-16T09:57:22.135Z
Alex Quinn,noel.davis@ext-9a0743.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-12T15:00:43.128Z
Willow Flynn,skyler.grant@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AC_Bootcamp_US_February_2026,2025-10-06T16:12:47.395Z
River Ibarra,umber.moss@ext-49e8e6.com,User,Designer,members Bootcamp_US_June_2025,2025-06-27T15:56:43.555Z
Umber Zhu,brett.flynn@snaplogic.com,Environment admin,AutoSync Designer,members admins,2026-02-04T15:42:27.896Z
Skyler Reid,zara.torres@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-06-11T14:16:47.604Z
Finley Knox,jordan.lopez@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-11T09:09:01.450Z
Zara Zhu,devon.park@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:14.993Z
Harper Cooper,tatum.nguyen@ext-bb22e0.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:11.057Z
Blake Holt,zion.ueda@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-18T08:41:09.030Z
Lane Chen,nash.chen@ext-591bfe.com,User,Designer,members Bootcamp_US_June_2025,2025-07-01T15:48:46.518Z
Oakley Vance,willow.xia@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-01-03T19:13:11.822Z
Kelly Kim,river.brooks@ext-98b1a3.com,User,Designer,members,2025-01-09T17:21:13.877Z
Casey Tran,morgan.chen@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:16:18.684Z
Reese Vega,willow.york@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-04T22:08:32.813Z
Casey Wang,morgan.patel@ext-591bfe.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:28:33.173Z
Taylor Tran,casey.tran@snaplogic.com,User,Designer,members US_Bootcamp_August_2025,2024-12-20T08:48:17.790Z
Quinn Flynn,brett.ueda@ext-2d8726.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:10:56.120Z
Xen Zhang,zion.ortiz@ext-ef0019.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:21.350Z
Mack Adams,ellis.chen@ext-660f96.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:25.496Z
Gray Iyer,vale.garcia@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-06-20T09:12:19.709Z
Oakley Ueda,charlie.foster@ext-b33960.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-08-08T15:24:25.690Z
Zara York,blake.brooks@ext-6265e5.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:05:03.798Z
Vesper Vance,drew.yamada@ext-396ff3.com,User,Designer,members Bootcamp_EMEA_February_2026,2024-11-18T18:06:06.325Z
Eden York,blake.adams@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:39.915Z
Tatum Osei,skyler.yamada@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T16:00:57.848Z
Nash Iyer,dana.xia@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:07.560Z
Uli Adams,kelly.ellis@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:43.753Z
Zion Reyes,oakley.osei@ext-0a199e.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:33.111Z
Finley Quinn,indira.patel@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:02.276Z
Xander Reyes,dana.xu@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:08.080Z
Morgan Yamada,quinn.luna@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorTraining Cognizant,2025-04-07T08:27:04.235Z
Indira Shah,quinn.patel@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:22.925Z
Lee York,willow.lopez@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:50.193Z
Taylor Chen,zion.tran@ext-05db7f.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:58.140Z
Morgan Park,oakley.xia@ext-2c0c28.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:08:13.147Z
Fern Xia,vale.evans@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:36.564Z
Oakley Osei,finley.shah@ext-7e0fff.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:08:25.143Z
Fern Zhu,mack.evans@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:45.441Z
Tatum Quinn,jordan.yamada@ext-26da4f.com,User,Designer,members US_Bootcamp_August_2025 Infosys,2025-08-07T14:24:58.545Z
Brett Foster,charlie.jensen@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:06.145Z
Lane Ueda,zion.iyer@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 Infosys,2025-06-15T21:25:15.829Z
Nash Park,eden.brooks@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:39.170Z
Finley Wells,avery.wells@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:52:21.181Z
Reese Quinn,morgan.nguyen@ext-2b7a1c.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:23:33.318Z
Lee Knox,dana.wells@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:02:25.719Z
Zara Adams,zara.chen@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:47.158Z
Charlie Wang,kelly.ueda@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:55.930Z
Harper Zhu,quinn.johal@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:30.711Z
Tatum Reid,willow.singh@ext-71e560.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:39.011Z
Jordan Davis,xander.utley@ext-387eea.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:27:21.012Z
Finley Zhu,yael.adams@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:26:02.876Z
Tatum Adams,wren.luna@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_March_2026,2025-05-18T21:01:05.813Z
Willow Singh,piper.tran@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:52.839Z
Kelly Vega,nash.yamada@ext-9c4f44.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB Cognizant,2024-02-21T07:14:40.790Z
Wren Adams,morgan.ibarra@ext-1dfcd7.com,User,Designer,members IWC IWConnectDemos Bootcamp_EMEA_February_2026 AgentCreatorBootcamp_EMEA_March_2026,2025-03-25T12:11:26.123Z
Xen Reid,finley.baker@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:23.094Z
Taylor Xu,oakley.luna@ext-f831a9.com,User,Designer,members VeoliaAiWorkshop,2025-12-16T17:57:49.438Z
Eden Kim,piper.lopez@ext-08f459.com,User,,members,2024-01-11T10:25:21.889Z
Yael Jensen,uli.knox@ext-591bfe.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:29:44.042Z
Hayden Reid,tatum.moss@ext-387eea.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:56:59.519Z
Xen Moss,finley.holt@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:52:43.460Z
Uli Johal,fern.park@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:28:14.199Z
Uli Ueda,nash.utley@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:37.931Z
Ellis Ueda,fern.knox@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:09.638Z
Jamie Xu,vesper.chen@ext-be3f8a.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:46.766Z
Lee Cooper,fern.davis@ext-9bcd09.com,User,Designer,members AstraZeneca Chennai Team AgentCreatorBootcamp_EMEA_May_2025,2024-05-21T10:26:54.827Z
Ellis Nguyen,kelly.diaz@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:07.357Z
Taylor Ortiz,morgan.evans@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-24T05:32:33.853Z
Devon Holt,taylor.harris@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-01-30T10:19:37.132Z
Gray Vance,ellis.flynn@snaplogic.com,Environment admin,Designer,members admins,2024-05-09T19:53:20.531Z
Alex Shah,indira.zhang@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-15T15:59:43.516Z
Nash Patel,blake.yamada@snaplogic.com,Environment admin,,members admins,2023-10-23T19:51:03.001Z
Kelly Moss,gray.quinn@snaplogic.com,Environment admin,Designer,members admins,2024-05-12T07:07:08.024Z
Drew Patel,harper.nash@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-04-26T12:21:01.512Z
Xen Evans,eden.york@ext-a0c84a.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T21:01:22.596Z
Reese Yamada,drew.reyes@ext-138750.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2025-10-06T13:08:48.355Z
Finley Foster,fern.tran@ext-e23ed7.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:42.310Z
Jamie Holt,casey.vance@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2025-10-20T13:26:15.802Z
Yael Miller,morgan.harris@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:35.452Z
Dana Johal,mack.johal@ext-2c0c28.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:32.715Z
Nash Cooper,mack.ellis@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:06.104Z
Zion Nash,umber.iyer@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:04.030Z
Parker Quinn,nash.zhu@ext-3d54e7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:13:21.930Z
Morgan Evans,alex.evans@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:38.527Z
Mack Diaz,umber.brooks@ext-7e0fff.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:07:27.358Z
Avery Vega,sage.tran@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:27.944Z
Mack Moss,casey.moss@snaplogic.com,Environment admin,AutoSync Designer,members admins,2025-07-16T14:54:00.777Z
Jordan Shah,umber.wells@ext-387eea.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:23.575Z
Drew Jensen,morgan.singh@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:04:09.342Z
Kai Diaz,zara.xia@ext-8de689.com,User,Designer,members AgentCreatorTraining,2023-12-11T11:50:39.145Z
Xen Baker,jamie.kim@ext-8ce3ff.com,User,Designer,members Bootcamp_EMEA_February_2026 AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2025-09-04T08:38:23.950Z
Casey Reyes,taylor.reid@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:07.373Z
Wren Miller,zion.zhu@ext-99ab71.com,User,,members_devportal,2025-06-17T09:34:07.169Z
Vale Johal,yael.ortiz@ext-b49b04.com,User,,members_devportal,2025-07-02T14:26:42.196Z
